69065 : 1920516 : 301498
69066 : 1412298 : 320078
69067 : 1278045 : 300745
69068 : 1788878 : 326263
69069 : 1606323 : 246725
69070 : 1744974 : 208236
69071 : 1358112 : 322219
69072 : 1469933 : 282323
69073 : 1841368 : 227894
69074 : 1765056 : 221171
69075 : 1846075 : 342368
69076 : 1776148 : 301503
69077 : 1429741 : 305213
69078 : 1611100 : 302644
69079 : 1387881 : 284877
69080 : 1758188 : 281441
69081 : 1484831 : 319995
69082 : 1409774 : 260832
69083 : 1645835 : 269026
69084 : 1360581 : 311017
69085 : 2036075 : 311008
69086 : 1758041 : 263998
69087 : 1795315 : 292275
69088 : 1759839 : 260031
69089 : 1316612 : 244939
69090 : 1822031 : 271882
69091 : 2016158 : 302204
69092 : 1650668 : 306548
69093 : 1612902 : 307305
69094 : 1584340 : 300722
69095 : 1965017 : 275873
69096 : 1800924 : 328518
69097 : 2002150 : 283936
69098 : 1921533 : 334871
69099 : 1657734 : 262719
69100 : 1246257 : 246269
69101 : 1792886 : 273206
69102 : 1674373 : 311196
69103 : 1981391 : 272062
69104 : 1306874 : 294183
69105 : 1297008 : 337741
69106 : 2022477 : 252175
69107 : 1785608 : 257183
69108 : 1424816 : 250898
69109 : 1958825 : 325474
69110 : 1268409 : 222694
69111 : 1363020 : 257007
69112 : 1784543 : 323498
69113 : 1588025 : 264572
69114 : 1908674 : 345600
69115 : 1183058 : 289413
69116 : 1609725 : 234057
69117 : 1509536 : 337913
69118 : 2063755 : 257362
69119 : 1334591 : 256036
69120 : 1276390 : 308301
69121 : 1635336 : 270399
69122 : 1744973 : 216824
69123 : 1571983 : 274006
69124 : 1933564 : 235097
69125 : 1599698 : 261559
69126 : 1757722 : 305119
69127 : 1972314 : 254041
69128 : 1894922 : 298994
69129 : 1442558 : 258943
69130 : 1987463 : 339659
69131 : 1843045 : 306386
69132 : 1584760 : 293775
69133 : 2004605 : 324874
69134 : 1246654 : 312638
69135 : 1347932 : 235476
69136 : 2026076 : 300367
69137 : 1792099 : 224261
69138 : 1593146 : 272165
69139 : 1538090 : 313943
69140 : 2048499 : 273189
69141 : 1589883 : 294641
69142 : 1823074 : 312447
69143 : 2014201 : 232272
69144 : 1912758 : 229609
69145 : 1958137 : 255501
69146 : 1912453 : 293158
69147 : 1339825 : 277696
69148 : 1469597 : 284760
69149 : 1306946 : 237663
69150 : 1371951 : 251603
69151 : 1935970 : 281855
69152 : 1603859 : 226410
69153 : 1306724 : 249696
69154 : 1431480 : 260669
69155 : 1884323 : 328441
69156 : 1296727 : 292387
69157 : 1759535 : 275623
69158 : 1637294 : 252845
69159 : 2060528 : 210293
69160 : 1941442 : 280197
69161 : 1594810 : 268358
69162 : 1960561 : 289316
69163 : 1933210 : 216425
69164 : 1667868 : 245237
69165 : 1301565 : 332330
69166 : 1719736 : 273095
69167 : 2007431 : 281419
69168 : 1561419 : 314037
69169 : 1888992 : 307318
69170 : 1890051 : 244569
69171 : 1262030 : 295314
69172 : 1840886 : 298025
69173 : 1758736 : 279346
69174 : 1428344 : 285126
69175 : 1914076 : 341559
69176 : 1763835 : 252211
69177 : 1680786 : 259950
69178 : 1313937 : 237597
69179 : 1817932 : 260757
69180 : 1670122 : 250539
69181 : 1303209 : 290014
69182 : 1558387 : 214273
69183 : 1816286 : 232704
69184 : 1850585 : 330365
69185 : 1783277 : 274529
69186 : 1337717 : 287495
69187 : 1665603 : 297492
69188 : 1723873 : 348471
69189 : 1751048 : 240082
69190 : 1755897 : 239230
69191 : 1602969 : 253149
69192 : 1406393 : 276195
69193 : 1565422 : 289470
69194 : 1621254 : 249135
69195 : 1327049 : 236034
69196 : 1662540 : 294701
69197 : 1212327 : 233332
69198 : 1893972 : 278111
69199 : 1208470 : 286708
69200 : 1498529 : 288447
69201 : 1278900 : 268660
69202 : 1517775 : 273034
69203 : 1859299 : 242609
69204 : 1314622 : 317320
69205 : 1850651 : 311426
69206 : 1258370 : 282734
69207 : 1964817 : 316713
69208 : 1846848 : 275093
69209 : 1705472 : 261724
69210 : 1552440 : 274441
69211 : 1732931 : 289456
69212 : 1956390 : 327053
69213 : 1243955 : 257534
69214 : 1740815 : 285052
69215 : 1898207 : 219436
69216 : 1295192 : 310041
69217 : 1934898 : 329978
69218 : 1855013 : 288415
69219 : 1998724 : 299174
69220 : 1389382 : 285104
69221 : 1961059 : 307430
69222 : 1866155 : 294316
69223 : 1579297 : 248529
69224 : 2027465 : 254211
69225 : 1700814 : 270405
69226 : 1661757 : 269668
69227 : 1908048 : 248568
69228 : 1611854 : 302734
69229 : 1868071 : 318786
69230 : 1325095 : 281260
69231 : 1873020 : 272929
69232 : 1284722 : 265598
69233 : 1512239 : 286708
69234 : 1596293 : 270701
69235 : 1720067 : 255050
69236 : 1860178 : 322940
69237 : 1421778 : 279443
69238 : 1602641 : 224316
69239 : 1797019 : 252721
69240 : 1780885 : 303908
69241 : 1822259 : 217703
69242 : 1666546 : 316227
69243 : 1339896 : 255494
69244 : 1712652 : 228992
69245 : 1974160 : 297174
69246 : 1826843 : 279130
69247 : 1305920 : 333567
69248 : 2023179 : 203794
69249 : 1959188 : 264325
69250 : 1580363 : 333203
69251 : 1826834 : 248348
69252 : 1931589 : 231151
69253 : 1294421 : 285993
69254 : 1393781 : 298552
69255 : 1756307 : 287046
69256 : 1634164 : 307774
69257 : 1638739 : 228952
69258 : 1865977 : 306650
69259 : 1459975 : 289966
69260 : 1699223 : 279610
69261 : 1888256 : 322702
69262 : 1741742 : 322918
69263 : 1392773 : 345993
69264 : 1908824 : 299372
69265 : 1836321 : 314191
69266 : 1426135 : 332059
69267 : 1946634 : 233445
69268 : 1533706 : 290870
69269 : 1921005 : 303130
69270 : 1579773 : 240593
69271 : 1671496 : 290353
69272 : 1908683 : 229569
69273 : 1371966 : 317892
69274 : 1789937 : 314846
69275 : 1631888 : 224899
